id,createdTime,name_th,name_en,description_th,description_en,category,problem
recVh04C7JgeAYuIJ,2025-06-12T02:37:10.000Z,เซ็นเซอร์ประตู/หน้าต่าง,Door/Window Sensor,อุปกรณ์เซ็นเซอร์ตรวจจับการเปิด-ปิดของประตูหน้าต่างในระบบกันขโมย,Sensor device that detects door/window opening in an alarm system,['recOHwqJYlLUe73zt'],"['reciz7BtQ3BVYgD0F', 'recovG4v4P8CW7cYR', 'recsNXXLi2hsLjVqw']"
recXJH8RljDrmpHTC,2025-06-12T02:37:10.000Z,ตู้โหลดไฟ / เบรกเกอร์,Electrical Panel / Breaker,ตู้ควบคุมไฟฟ้าที่รวมเบรกเกอร์ป้องกันไฟเกิน,Electrical panel containing breakers to protect circuits,['recLrzzeh8MwysftK'],"['recKnKDWPpAxDpYke', 'recxKrkswZtwLUw50', 'recvq15EA1MRfi2BJ', 'recfEeF3Oc1Alph1C']"
recXkKJ7y4VlyUvTX,2025-06-12T02:37:10.000Z,เครื่องตัดหญ้า,Lawn Mower,เครื่องมือหรือเครื่องจักรสำหรับตัดหญ้าในสนาม,Tool or machine used to cut the grass on the lawn,['reczE01VVn4mwhyWq'],['recVy7GXi9WRTUJXO']
recY7qPJZphwOLdCp,2025-06-12T02:37:10.000Z,ถังขยะแยกประเภท,Recycling Bin,ถังสำหรับใส่วัสดุรีไซเคิล (พลาสติก แก้ว กระดาษ โลหะ) แยกจากขยะทั่วไป,"Bin designated for recyclable materials (plastic, glass, paper, metal) separate from general waste",['rec9YcYCtM2ieKIJf'],['recfg0IZ2lzo380io']
recYDdBX0oiyOFxUs,2025-06-12T02:37:10.000Z,แปรงทาสี/ลูกกลิ้ง,Paint Brushes/Rollers,อุปกรณ์แปรงและลูกกลิ้งสำหรับงานทาสี,Brushes and rollers used for painting work,['recVQYVQMIGODixim'],
recYeFOpmOTjBFmyW,2025-06-12T02:37:10.000Z,หน้าต่าง,Window Unit,บานหน้าต่าง (ไม้/อลูมิเนียม) พร้อมกรอบสำหรับรับแสงและระบายอากาศ,Window unit (wooden or aluminum) with frame for light and ventilation,['recsXPvO3N0bCcrdI'],"['rec5cItMuQaEmoEIa', 'recrd9rXbxrLmaLhs', 'receATgPFQqMo4dZC', 'reciqVFt5dhqWcA4N']"
recYjjXihzcV2bTfD,2025-06-12T02:37:10.000Z,สเปรย์ยาฆ่าแมลง,Insecticide Spray,กระป๋องสเปรย์ฉีดยาฆ่าแมลงสำหรับแมลงสาบ ยุง และแมลงอื่นๆ,"Aerosol insecticide spray for cockroaches, mosquitoes, and other insects",['recw4QaCT2poaBn9I'],"['recwsonYZMeRi75Dm', 'rec6xAp5iLGJdsEgu']"
recar9Kk6mAh7PvLU,2025-06-12T02:37:10.000Z,ไฟเซ็นเซอร์รักษาความปลอดภัย,Motion Security Light,ไฟตรวจจับความเคลื่อนไหว เปิดอัตโนมัติเมื่อมีคนผ่าน,Motion-activated security light that turns on when movement is detected,['recOHwqJYlLUe73zt'],['recJWRDdJTxjB4gAQ']
recauiNeP38WC8PNt,2025-06-12T02:37:10.000Z,ผ้าม่าน/มู่ลี่,Curtains/Blinds,ผ้าม่านหรือมู่ลี่สำหรับตกแต่งหน้าต่างและปรับแสง,Curtains or blinds for window decoration and light control,['recfXESPVeJYHAA2S'],"['rec281us7oEtid4a0', 'rec8Yg6hb6CDPQUfc']"
recc8HIUJeCiElzwF,2025-06-12T02:37:10.000Z,สาย LAN,Ethernet Cable,สายเคเบิล LAN สำหรับเชื่อมต่อเครือข่ายภายในบ้าน,Ethernet cable used to wire network connections in the home,['recgptAmFNpAIHWK6'],"['recxsjCTLDOFFbpNz', 'recewNHMZxNCOyNOp', 'recVcEAIUun7ko2Lz']"
reccPMS6d6Vd9RFxm,2025-06-12T02:37:10.000Z,คานโครงสร้าง,Structural Beam,คานคอนกรีตหรือเหล็กที่รับน้ำหนักและกระจายน้ำหนักระหว่างเสา,Structural beam (concrete or steel) that spans columns and carries load,['recpHxQ5BYfqHIDPZ'],"['recH02h0y1IQhBnYl', 'recVOJOQnB8qIgviw', 'rec5cItMuQaEmoEIa', 'recYAhwvpomV4qWLX']"
reccjBMFSOL61D58X,2025-06-12T02:37:10.000Z,กรง/บ้านสัตว์เลี้ยง,Pet Cage/House,กรงหรือบ้านจำลองสำหรับให้สัตว์เลี้ยงอยู่อาศัยหรือพักผ่อน,Cage or pet house providing a space for pets to stay or rest,['reccrm58TbpqJ70q0'],['recFXHzQglXNIwyQ7']
recdpkLaAfXYWQRUy,2025-06-12T02:37:10.000Z,แบบแปลนบ้าน,House Plan Documents,เอกสารแบบแปลนและผังการก่อสร้างบ้าน,House plan and construction drawing documents of the home,['recoR13cvLTR3JwHv'],['recWAIeqPhaFLElGs']
receBD6KCegm3kTz2,2025-06-12T02:37:10.000Z,แปรง/หวีสำหรับสัตว์เลี้ยง,Pet Grooming Brush,แปรงหรือหวีสำหรับแปรงขนสัตว์เลี้ยง ลดขนร่วงและดูแลขน,Brush or comb for grooming pet fur to reduce shedding and maintain coat health,['reccrm58TbpqJ70q0'],['recNwCG7roHmoR3vE']
recg6IRFv35K2qXUf,2025-06-12T02:37:10.000Z,ฐานราก,Foundation,ส่วนฐานรากของบ้านที่รองรับน้ำหนักโครงสร้าง,The foundation of the house that supports the structural load,['recpHxQ5BYfqHIDPZ'],"['recH02h0y1IQhBnYl', 'recVOJOQnB8qIgviw', 'rec5cItMuQaEmoEIa', 'recv5bGQjR6nxlngS', 'recPO2Z3SzOINNRGO']"
recg9Tn2qetMVoeCy,2025-06-12T02:37:10.000Z,ถังปุ๋ยหมัก,Compost Bin,ภาชนะหรือพื้นที่สำหรับหมักขยะอินทรีย์ทำปุ๋ย,Container or area for composting organic waste into fertilizer,['rec9YcYCtM2ieKIJf'],
recgJk3GK5sIMc7BD,2025-06-12T02:37:10.000Z,กรมธรรม์ประกันภัยบ้าน,Home Insurance Policy,เอกสารกรมธรรม์รายละเอียดความคุ้มครองประกันบ้าน,Insurance policy document detailing coverage for home insurance,['recoR13cvLTR3JwHv'],"['recWAIeqPhaFLElGs', 'recJXD3NfRNPjwQhr', 'recZubem63liuAbJL', 'recexPwZdWVvZfGQA']"
recgTtcJIa3YX7rrY,2025-06-12T02:37:10.000Z,วอลเปเปอร์,Wallpaper,วัสดุปิดผนังลวดลายต่างๆ สำหรับตกแต่งผนังภายใน,Patterned wall covering used to decorate interior walls,['recfXESPVeJYHAA2S'],"['rec281us7oEtid4a0', 'rech1LuvebY54oow5']"
recgeayw8QNZtk4jG,2025-06-12T02:37:10.000Z,วาล์วน้ำ,Water Valve,วาล์วสำหรับควบคุมการไหลของน้ำในระบบ,Valve for controlling water flow in the system,['rec9ArDSbCNYfNndQ'],['recVes6NAdwGS9CZU']
rech6FkFWRAmLkFki,2025-06-12T02:37:10.000Z,แผ่นรองซับฉี่สุนัข,Dog Pee Pad,แผ่นรองซับสำหรับฝึกสุนัขขับถ่ายหรือรองซับฉี่ในบ้าน,Absorbent pad used for house-training dogs or indoor urine absorption,['reccrm58TbpqJ70q0'],"['reczm4pdXlz5GwUJh', 'recwhMM2dWDJhNXsV']"
rechDQRDAzXgQrGnR,2025-06-12T02:37:10.000Z,สวิตช์เครือข่าย,Network Switch,สวิตช์สำหรับกระจายสายเครือข่ายไปยังอุปกรณ์หลายจุดในบ้าน,Network switch to distribute wired connections to multiple devices in the home,['recgptAmFNpAIHWK6'],"['recewNHMZxNCOyNOp', 'recVcEAIUun7ko2Lz']"
reciAfNDKhKNO292Z,2025-06-12T02:37:10.000Z,กับดักหนู,Rat Trap,กับดักสำหรับจับหรือฆ่าหนูที่เข้ามาในบ้าน,Trap used to catch or kill rodents that enter the house,['recw4QaCT2poaBn9I'],['recI5OmeM7Heiuziu']
reciPjowP662LnLuB,2025-06-12T02:37:10.000Z,สีรองพื้น,Primer,สีรองพื้นทาก่อนทาสีจริงเพื่อการยึดเกาะที่ดี,Primer applied before painting to ensure good adhesion,['recVQYVQMIGODixim'],"['recj4DVW52tSyYMNS', 'recVlSVdEsqfrQ5fj', 'rec41KAyDUAF6qEa9', 'recwrMRo4ua9Q0EbV']"
recjTiMtf85YWv6Nq,2025-06-12T02:37:10.000Z,คู่มือและใบรับประกันเครื่องใช้,Appliance Manuals & Warranties,คู่มือการใช้งานและใบประกันของเครื่องใช้ไฟฟ้า/อุปกรณ์ต่างๆ ในบ้าน,User manuals and warranty certificates for various home appliances and systems,['recoR13cvLTR3JwHv'],['recWAIeqPhaFLElGs']
reck5L4oCIRPzI5F6,2025-06-12T02:37:10.000Z,แผนงบประมาณดูแลบ้าน,Home Maintenance Budget Plan,เอกสารหรือไฟล์แผนจัดสรรงบประมาณสำหรับการดูแลบ้านรายปี,Document or file outlining the yearly budget allocation for home maintenance,['recZqMJtCiLXWEq9A'],"['rec9QehHoASk3FH7M', 'rec15o7HoTQ3PL5s7']"
reckUeh1OS2PeHugO,2025-06-12T02:37:10.000Z,สายไฟ,Wiring,สายไฟฟ้าภายในบ้านสำหรับจ่ายกระแสไฟ,Electrical wires for distributing current throughout the home,['recLrzzeh8MwysftK'],"['recKnKDWPpAxDpYke', 'recxKrkswZtwLUw50', 'recvq15EA1MRfi2BJ', 'recQsQqNwmLxPYfAr']"
reckhl3fbypXCnJS1,2025-06-12T02:37:10.000Z,พื้นคอนกรีต,Concrete Slab/Floor,พื้นคอนกรีตของบ้าน (ชั้นล่างหรือชั้นบน) ที่รับน้ำหนักการใช้งาน,Concrete slab floor of the house supporting use and furnishings,['recpHxQ5BYfqHIDPZ'],"['recH02h0y1IQhBnYl', 'recVOJOQnB8qIgviw', 'rec5cItMuQaEmoEIa']"
recl1QpfktwKQSEv5,2025-06-12T02:37:10.000Z,ท่อน้ำลง,Downspout,ท่อแนวดิ่งต่อจากรางน้ำฝน เพื่อนำน้ำลงพื้น,Vertical pipe attached to gutter to carry rainwater to the ground,['recJf4LbHf2V6LcWD'],"['recZhVqg8FD5KLjMx', 'recaE1lpTFM3qcAzd', 'recxbiqdQp8VcjZOL']"
recl88Lggejg0nCwZ,2025-06-12T02:37:10.000Z,ถังขยะอินทรีย์,Compost/Food Waste Bin,ถังสำหรับขยะเศษอาหารหรือขยะเปียกที่จะนำไปหมักหรือกำจัดเฉพาะ,Bin for organic kitchen scraps or wet waste intended for composting or special disposal,['rec9YcYCtM2ieKIJf'],
reclD9mJvh1AjAOAS,2025-06-12T02:37:10.000Z,เหยื่อกำจัดปลวก,Termite Bait Station,สถานีเหยื่อล่อปลวกฝังดินสำหรับกำจัดปลวกใต้บ้าน,In-ground termite bait station used to attract and eliminate termites under/around the house,['recw4QaCT2poaBn9I'],['reckIXMq0GqmT2mto']
reclFfpvp7MXCbLjG,2025-06-12T02:37:10.000Z,น้ำยาและผ้าทำความสะอาด,Cleaning Solutions & Cloths,น้ำยาทำความสะอาดและผ้าสำหรับเช็ดถูพื้นผิวต่างๆ,Cleaning liquids and cloths for wiping and scrubbing various surfaces,['recOh6JGeldBqeZrk'],"['recRDjqDDzjqaB2m8', 'recBCVrfACimQ8WIT', 'rect30HUVNXuisHEo', 'recBZMyWx5SNYNR43', 'recLsg9g6Z5IbfuME', 'rech1LuvebY54oow5', 'rec8Yg6hb6CDPQUfc', 'reczm4pdXlz5GwUJh']"
recmw1EjPo43Jo5Qz,2025-06-12T02:37:10.000Z,แผ่นกรองอากาศ,Air Filter,แผงกรองฝุ่นและอนุภาคในระบบแอร์/ระบายอากาศ,Filter that removes dust and particles in AC/ventilation system,['recVtXvXZoA562Hwu'],"['recWDseEPuNsnVuqA', 'recT3vKKrvx7pcWac']"
recnLdk85eY8EP36o,2025-06-12T02:37:10.000Z,ชุดสัญญาณกันขโมย,Alarm System Panel/Siren,แผงควบคุมและไซเรนของระบบสัญญาณกันขโมยในบ้าน,Control panel and siren of the home burglar alarm system,['recOHwqJYlLUe73zt'],"['reciz7BtQ3BVYgD0F', 'recsNXXLi2hsLjVqw']"
recnfaeri99lvt14J,2025-06-12T02:37:10.000Z,พัดลมเพดาน,Ceiling Fan,พัดลมติดเพดานช่วยหมุนเวียนอากาศในห้อง,Fan mounted on ceiling to help circulate air in a room,['recVtXvXZoA562Hwu'],"['recbuO3HzIiB8GQR7', 'recCw5FrTwc4SUu1L']"
reco0yunur1VHzO3o,2025-06-12T02:37:10.000Z,พัดลมระบายอากาศ,Exhaust Fan,พัดลมดูดอากาศเพื่อถ่ายเทอากาศภายในบ้าน,Ventilation fan to expel indoor air outside,['recVtXvXZoA562Hwu'],"['recbuO3HzIiB8GQR7', 'recJTwFpsDoC5GWhn', 'recCw5FrTwc4SUu1L']"
recotgdTf7zrHfMso,2025-06-12T02:37:10.000Z,สัญญาว่าจ้างและใบเสร็จ,Contract & Receipts,สัญญาจ้างผู้รับเหมาและใบเสร็จค่าใช้จ่ายงานซ่อมหรือต่อเติมบ้าน,Contract agreements with contractors and receipts for repair or renovation expenses,['recoR13cvLTR3JwHv'],['recWAIeqPhaFLElGs']
recpJIjux6FDGwzes,2025-06-12T02:37:10.000Z,โคมไฟตกแต่ง,Decorative Lamp/Lighting,โคมไฟหรือชุดแสงไฟที่ใช้ตกแต่งและสร้างบรรยากาศในห้อง,Lamps or lighting fixtures used to decorate and create ambiance in a room,['recfXESPVeJYHAA2S'],"['rec281us7oEtid4a0', 'recXKOreyzZJKaGpR']"
recqVtAAJMXDBtvff,2025-06-12T02:37:10.000Z,สวิตช์ไฟ,Light Switch,สวิตช์สำหรับเปิด-ปิดไฟหรือวงจรไฟฟ้า,Switch for turning lights or circuits on/off,['recLrzzeh8MwysftK'],"['recKnKDWPpAxDpYke', 'recxKrkswZtwLUw50', 'recxMaiB3w53VuaFg']"
recrrtA5DSeFx0rjH,2025-06-12T02:37:10.000Z,ปั๊มน้ำ,Water Pump,ปั๊มน้ำอัตโนมัติเพื่อเพิ่มแรงดันน้ำในบ้าน,Automatic water pump to boost water pressure at home,['rec9ArDSbCNYfNndQ'],"['recVes6NAdwGS9CZU', 'recT1foqn7bgHoWHW']"
recrz1D0aqkp6elSD,2025-06-12T02:37:10.000Z,ตารางบันทึกรายจ่าย,Expense Tracking Sheet,ตารางหรือสมุดสำหรับจดบันทึกรายจ่ายที่เกิดขึ้นจริงในการดูแลบ้าน,Spreadsheet or ledger for recording actual expenses spent on home maintenance,['recZqMJtCiLXWEq9A'],"['recIgz50bdOyXR6RP', 'recajNMfFtD8j2vVG']"
recsX3X3iz1qqPDnR,2025-06-12T02:37:10.000Z,ชามอาหารและน้ำสัตว์เลี้ยง,Pet Food/Water Bowls,ชามใส่อาหารและน้ำสำหรับสัตว์เลี้ยง,Bowls for holding pet food and water,['reccrm58TbpqJ70q0'],
recuur7UySFWIhQFU,2025-06-12T02:37:10.000Z,พรมและผ้าตกแต่ง,Rugs & Textiles,พรมปูพื้นและผ้าตกแต่ง (หมอนอิง ผ้าคลุม) เพิ่มความสวยงามและความสบาย,"Area rugs and decorative textiles (throw pillows, covers) adding comfort and style",['recfXESPVeJYHAA2S'],['rec281us7oEtid4a0']
recvRNJAc2jaSgSoJ,2025-06-12T02:37:10.000Z,ข้อต่อท่อประปา,Pipe Joint/Fitting,ข้อต่อและอุปกรณ์เชื่อมต่อท่อประปา,Joints and fittings that connect water pipes,['rec9ArDSbCNYfNndQ'],"['rec6ZZ2BixIR9hyPz', 'recomqHSw3CXBRLlT']"
recvWPeS4B1SYIu3c,2025-06-12T02:37:10.000Z,ตะแกรงกันใบไม้รางน้ำ,Gutter Leaf Guard,ตาข่ายหรือแผ่นกรองวางบนรางน้ำฝน ป้องกันใบไม้อุดตัน,Mesh or cover placed on gutters to prevent leaves clogging,['recJf4LbHf2V6LcWD'],"['recZhVqg8FD5KLjMx', 'recxbiqdQp8VcjZOL']"
recwDPvvK0CtABNdi,2025-06-12T02:37:10.000Z,ยาแนว/ซีลแลนท์,Caulk/Sealant,วัสดุยาแนวรอยต่อหรือรอยแตกเพื่อกันน้ำและอากาศ,Sealant material for filling gaps or cracks to prevent water/air ingress,['recVQYVQMIGODixim'],"['recomqHSw3CXBRLlT', 'recH02h0y1IQhBnYl', 'recVYKvvxXqkzKRJ3', 'reciVHX8OWS1IxLeh', 'recaE1lpTFM3qcAzd']"
recwI9sZGmczK1RVM,2025-06-12T02:37:10.000Z,น้ำยากันเชื้อรา,Anti-Mold Solution,น้ำยาสำหรับทำความสะอาดหรือล้างคราบเชื้อราบนผนัง,Solution used to clean or treat mold/mildew stains on walls,['recVQYVQMIGODixim'],"['rec4zYgI9ZFvB3XiM', 'recLsg9g6Z5IbfuME']"
recx5JRkafSWToQTj,2025-06-12T02:37:10.000Z,เทอร์โมสตัท,Thermostat,อุปกรณ์ควบคุมอุณหภูมิสำหรับระบบปรับอากาศ,Device that regulates temperature in an AC system,['recVtXvXZoA562Hwu'],['recWDseEPuNsnVuqA']
recxTC3QoY2Z1ZN4S,2025-06-12T02:37:10.000Z,พุ่มไม้/แนวรั้วต้นไม้,Shrubs/Hedges,พุ่มไม้หรือแนวรั้วต้นไม้ตกแต่งขอบเขตรอบบ้าน,Shrubs or hedge plants decorating the perimeter of the home,['reczE01VVn4mwhyWq'],"['recTTfw8kqdOIYWSL', 'recAZyJBkIljH3C4E']"
recyPNyH186PhRLAW,2025-06-12T02:37:10.000Z,ไม้กวาด,Broom,ไม้กวาดสำหรับกวาดฝุ่นและสิ่งสกปรกบนพื้น,Broom for sweeping dust and dirt from floors,['recOh6JGeldBqeZrk'],['recBCVrfACimQ8WIT']
recygyvWay9WgA0P9,2025-06-12T02:37:10.000Z,กล้องวงจรปิด,CCTV Camera,กล้องโทรทัศน์วงจรปิดสำหรับบันทึกภาพเพื่อความปลอดภัย,Closed-circuit television camera for recording footage for security,['recOHwqJYlLUe73zt'],['recmcgN2hSazrekxA']
recz6cTae5qyy0nKY,2025-06-12T02:37:10.000Z,ถังขยะทั่วไป,General Waste Bin,ถังสำหรับทิ้งขยะทั่วไปที่ไม่ใช่รีไซเคิลหรืออันตราย,Bin for regular household waste that is non-recyclable and non-hazardous,['rec9YcYCtM2ieKIJf'],
